"phrase_id","phrase_text","phrase_length","red_flag","phrase_index"
"31550","teachers",1,0,"-1"
"31554","father",1,0,"-1"
"31555","christmas",1,0,"-1"
"31565","figures",1,0,"-1"
"31567","supervisor",1,0,"-1"
"31571","philip",1,0,"-1"
"31575","settlement",1,0,"-1"
"31577","peninsula",1,0,"-1"
"31581","oxfordshire",1,0,"-1"
"31584","teaching",1,0,"-1"
"31587","open",1,0,"-1"
"31590","broadcast",1,0,"-1"
"31595","construction",1,0,"-1"
"31598","here",1,0,"-1"
"31604","photography",1,0,"-1"
"31610","urban",1,0,"-1"
"31616","safe",1,0,"-1"
"31632","1988",1,0,"-1"
"31635","1991",1,0,"-1"
"31636","historical",1,0,"-1"
"31643","audience",1,0,"-1"
"31645","promoted",1,0,"-1"
"31649","volume",1,0,"-1"
"31654","decided",1,0,"-1"
"31656","format",1,0,"-1"
"31662","artist",1,0,"-1"
"31665","historian",1,0,"-1"
"31668","actor",1,0,"-1"
"31670","tony",1,0,"-1"
"31671","robinson",1,0,"-1"
"31673","every",1,0,"-1"
"31674","feature",1,0,"-1"
"31677","alongside",1,0,"-1"
"31679","million",1,0,"-1"
"31682","christopher",1,0,"-1"
"31683","dyer",1,0,"-1"
"31685","hair",1,0,"-1"
"31686","beard",1,0,"-1"
"31695","chief",1,0,"-1"
"31698","starring",1,0,"-1"
"31699","almost",1,0,"-1"
"31703","crew",1,0,"-1"
"31705","gang",1,0,"-1"
"31706","real",1,0,"-1"
"31707","party",1,0,"-1"
"31708","saw",1,0,"-1"
"31712","3",1,0,"-1"
"31713","popularity",1,0,"-1"
"31715","interview",1,0,"-1"
"31717","my",1,0,"-1"
"31719","we",1,0,"-1"
"31724","personal",1,0,"-1"
"31728","numbers",1,0,"-1"
"31732","18",1,0,"-1"
"31735","16",1,0,"-1"
"31744","designed",1,0,"-1"
"31746","1998",1,0,"-1"
"31749","screen",1,0,"-1"
"31750","media",1,0,"-1"
"31767","wrote",1,0,"-1"
"31771","fictional",1,0,"-1"
"31772","town",1,0,"-1"
"31778","describes",1,0,"-1"
"31781","garden",1,0,"-1"
"31786","britain",1,0,"-1"
"31792","doctor",1,0,"-1"
"31800","entitled",1,0,"-1"
"31806","bad",1,0,"-1"
"31812","helen",1,0,"-1"
"31815","roles",1,0,"-1"
"31820","model",1,0,"-1"
"31821","anthropology",1,0,"-1"
"31822","introduced",1,0,"-1"
"31823","episodes",1,0,"-1"
"31824","now",1,0,"-1"
"31825","contained",1,0,"-1"
"31827","money",1,0,"-1"
"31828","soul",1,0,"-1"
"31829","really",1,0,"-1"
"31832","achievement",1,0,"-1"
"31835","announced",1,0,"-1"
"31838","signed",1,0,"-1"
"31844","financial",1,0,"-1"
"31849","programming",1,0,"-1"
"31853","tribute",1,0,"-1"
"31856","13",1,0,"-1"
"31867","friend",1,0,"-1"
"31869","right",1,0,"-1"
"31879","uniform",1,0,"-1"
"31881","pottery",1,0,"-1"
"31884","classical",1,0,"-1"
"31908","whom",1,0,"-1"
"31909","broke",1,0,"-1"
"31910","entered",1,0,"-1"
"31913","lived",1,0,"-1"
"31917","steve",1,0,"-1"
"31919","visited",1,0,"-1"
"31920","filled",1,0,"-1"
"31925","suffered",1,0,"-1"
"31926","poor",1,0,"-1"
"31927","health",1,0,"-1"
"31930","1980s",1,0,"-1"
"31932","brain",1,0,"-1"
"31935","sent",1,0,"-1"
"31936","depression",1,0,"-1"
"31939","actress",1,0,"-1"
"31953","our",1,0,"-1"
"31954","differences",1,0,"-1"
"31957","job",1,0,"-1"
"31958","government",1,0,"-1"
"31960","rooms",1,0,"-1"
"31963","website",1,0,"-1"
"31984","old",1,0,"-1"
"31987","absolute",1,0,"-1"
"31988","gold",1,0,"-1"
"31990","value",1,0,"-1"
"32002","was an",2,0,"-1"
"32008","in early",2,0,"-1"
"32041","time team",2,0,"-1"
"32054","interest in",2,0,"-1"
"32056","it as",2,0,"-1"
"32074","his work",2,0,"-1"
"32115","some of",2,0,"-1"
"32162","this was",2,0,"-1"
"32164","followed by",2,0,"-1"
"32168","was produced",2,0,"-1"
"32185","the show",2,0,"-1"
"32191","for his",2,0,"-1"
"32219","from his",2,0,"-1"
"32225","working on",2,0,"-1"
"32238","his death",2,0,"-1"
"32243","he would",2,0,"-1"
"32253","he had",2,0,"-1"
"32261","among the",2,0,"-1"
"32287","his father",2,0,"-1"
"32351","the west",2,0,"-1"
"32359","a field",2,0,"-1"
"32379","the museum",2,0,"-1"
"32396","as part",2,0,"-1"
"32405","that was",2,0,"-1"
"32416","up a",2,0,"-1"
"32436","this time",2,0,"-1"
"32470","in which",2,0,"-1"
"32471","which he",2,0,"-1"
"32483","society of",2,0,"-1"
"32496","returned to",2,0,"-1"
"32511","that year",2,0,"-1"
"32515","his first",2,0,"-1"
"32549","during this",2,0,"-1"
"32550","this period",2,0,"-1"
"32571","the series",2,0,"-1"
"32592","the project",2,0,"-1"
"32600","in august",2,0,"-1"
"32608","continued to",2,0,"-1"
"32612","the book",2,0,"-1"
"32643","the film",2,0,"-1"
"32676","they had",2,0,"-1"
"32752","until the",2,0,"-1"
"32773","working with",2,0,"-1"
"32799","rather than",2,0,"-1"
"32819","was to",2,0,"-1"
"32839","and on",2,0,"-1"
"32850","led to",2,0,"-1"
"32903","a year",2,0,"-1"
"32919","in 1998",2,0,"-1"
"32934","up the",2,0,"-1"
"32971","the largest",2,0,"-1"
"32980","of king",2,0,"-1"
"33014","the english",2,0,"-1"
"33026","which were",2,0,"-1"
"33089","dedicated to",2,0,"-1"
"33159","released a",2,0,"-1"
"33175","was reported",2,0,"-1"
"33183","the western",2,0,"-1"
"33190","made a",2,0,"-1"
"33196","and that",2,0,"-1"
"33201","had been",2,0,"-1"
"33284","in october",2,0,"-1"
"33286","announced that",2,0,"-1"
"33296","in december",2,0,"-1"
"33299","signed a",2,0,"-1"
"33353","with his",2,0,"-1"
"33447","members of",2,0,"-1"
"33448","a son",2,0,"-1"
"33463","relationship with",2,0,"-1"
"33471","on his",2,0,"-1"
"33477","called a",2,0,"-1"
"33516","the early",2,0,"-1"
"33549","more than",2,0,"-1"
"33562","the work",2,0,"-1"
"33575","there was",2,0,"-1"
"33590","was described",2,0,"-1"
"33664","the best",2,0,"-1"
"33684","in her",2,0,"-1"
"33747","is now",2,0,"-1"
"33761","to him",2,0,"-1"
"33846","at the university",3,0,"-1"
"34241","as part of",3,0,"-1"
"35421","he was a",3,0,"-1"
"35517","members of the",3,0,"-1"
"35989","at the university of",4,0,"-1"
"39733","market",1,0,"-1"
"39742","issued",1,0,"-1"
"39745","overall",1,0,"-1"
"39756","executive",1,0,"-1"
"39817","the chief",2,0,"-1"
"40009","computer",1,0,"-1"
"40018","montana",1,0,"-1"
"40019","USA",1,0,"-1"
"40020","founded",1,0,"-1"
"40028","jersey",1,0,"-1"
"40029","changed",1,0,"-1"
"40034","boston",1,0,"-1"
"40036","closed",1,0,"-1"
"40040","won",1,0,"-1"
"40044","technology",1,0,"-1"
"40046","engineering",1,0,"-1"
"40051","bell",1,0,"-1"
"40054","edward",1,0,"-1"
"40056","biodiversity",1,0,"-1"
"40058","items",1,0,"-1"
"40067","the history",2,0,"-1"
"40068","history of",2,0,"-1"
"40096","was originally",2,0,"-1"
"40120","but it",2,0,"-1"
"40134","won the",2,0,"-1"
"40146","the college",2,0,"-1"
"40148","of engineering",2,0,"-1"
"40153","computer science",2,0,"-1"
"40200","the history of",3,0,"-1"
"40239","to have been",3,0,"-1"
"40647","macsyma",1,0,"-1"
"40651","algebra",1,0,"-1"
"40652","systems",1,0,"-1"
"40654","MIT",1,0,"-1"
"40656","symbolics",1,0,"-1"
"40657","commercial",1,0,"-1"
"40658","product",1,0,"-1"
"40660","version",1,0,"-1"
"40661","available",1,0,"-1"
"40665","operating",1,0,"-1"
"40666","system",1,0,"-1"
"40667","US",1,0,"-1"
"40669","energy",1,0,"-1"
"40672","bill",1,0,"-1"
"40681","polynomial",1,0,"-1"
"40684","moses",1,0,"-1"
"40688","ran",1,0,"-1"
"40692","return",1,0,"-1"
"40701","mathematics",1,0,"-1"
"40704","functions",1,0,"-1"
"40706","algebraic",1,0,"-1"
"40707","equations",1,0,"-1"
"40712","sign",1,0,"-1"
"40721","golden",1,0,"-1"
"40731","visual",1,0,"-1"
"40732","equation",1,0,"-1"
"40734","charles",1,0,"-1"
"40750","barry",1,0,"-1"
"40753","wang",1,0,"-1"
"40756","complex",1,0,"-1"
"40770","lisp",1,0,"-1"
"40775","machine",1,0,"-1"
"40777","response",1,0,"-1"
"40780","immediately",1,0,"-1"
"40783","versions",1,0,"-1"
"40785","50",1,0,"-1"
"40786","starting",1,0,"-1"
"40793","below",1,0,"-1"
"40797","hardware",1,0,"-1"
"40800","software",1,0,"-1"
"40803","sun",1,0,"-1"
"40807","release",1,0,"-1"
"40808","library",1,0,"-1"
"40811","terms",1,0,"-1"
"40825","company",1,0,"-1"
"40838","arthur",1,0,"-1"
"40840","forced",1,0,"-1"
"40841","picture",1,0,"-1"
"40843","division",1,0,"-1"
"40847","competitor",1,0,"-1"
"40850","required",1,0,"-1"
"40853","15",1,0,"-1"
"40855","sales",1,0,"-1"
"40856","desire",1,0,"-1"
"40861","resistance",1,0,"-1"
"40870","maple",1,0,"-1"
"40874","math",1,0,"-1"
"40880","force",1,0,"-1"
"40885","algorithm",1,0,"-1"
"40886","1970s",1,0,"-1"
"40895","command",1,0,"-1"
"40896","names",1,0,"-1"
"40901","unit",1,0,"-1"
"40905","growth",1,0,"-1"
"40906","tried",1,0,"-1"
"40908","cash",1,0,"-1"
"40909","cow",1,0,"-1"
"40910","greatest",1,0,"-1"
"40921","libraries",1,0,"-1"
"40926","double",1,0,"-1"
"40934","linear",1,0,"-1"
"40937","move",1,0,"-1"
"40940","senior",1,0,"-1"
"40952","apple",1,0,"-1"
"40954","1989",1,0,"-1"
"40957","mix",1,0,"-1"
"40958","skills",1,0,"-1"
"40963","interface",1,0,"-1"
"40991","russell",1,0,"-1"
"40994","turned",1,0,"-1"
"40996","funds",1,0,"-1"
"40998","rights",1,0,"-1"
"41006","standardized",1,0,"-1"
"41010","1990s",1,0,"-1"
"41011","1995",1,0,"-1"
"41015","scored",1,0,"-1"
"41019","portfolio",1,0,"-1"
"41021","added",1,0,"-1"
"41030","matrix",1,0,"-1"
"41039","learning",1,0,"-1"
"41062","mac",1,0,"-1"
"41065","numerous",1,0,"-1"
"41069","resulted",1,0,"-1"
"41071","minor",1,0,"-1"
"41093","macsyma was",2,0,"-1"
"41120","version of",2,0,"-1"
"41131","is distributed",2,0,"-1"
"41133","the US",2,0,"-1"
"41164","was in",2,0,"-1"
"41253","written in",2,0,"-1"
"41318","versions of",2,0,"-1"
"41418","and no",2,0,"-1"
"41474","engineering and",2,0,"-1"
"41547","was not",2,0,"-1"
"41559","of its",2,0,"-1"
"41593","seen as",2,0,"-1"
"41617","two years",2,0,"-1"
"41661","at this",2,0,"-1"
"41742","the system",2,0,"-1"
"41853","version was",2,0,"-1"
"41882","many of",2,0,"-1"
"42070","the product",2,0,"-1"
"42165","the company",2,0,"-1"
"42354","does not",2,0,"-1"
"42361","the period",2,0,"-1"
"42983","in the early",3,0,"-1"
"43021","at this time",3,0,"-1"
"43037","in the second",3,0,"-1"
"43777","version of the",3,0,"-1"
"46332","ancient",1,0,"-1"
"46339","CE",1,0,"-1"
"46341","iran",1,0,"-1"
"46342","province",1,0,"-1"
"46344","7",1,0,"-1"
"46350","section",1,0,"-1"
"46357","lives",1,0,"-1"
"46364","thought",1,0,"-1"
"46365","date",1,0,"-1"
"46369","ever",1,0,"-1"
"46375","BC",1,0,"-1"
"46385","according",1,0,"-1"
"46386","service",1,0,"-1"
"46463","the people",2,0,"-1"
"46483","thought to",2,0,"-1"
"46484","to date",2,0,"-1"
"46492","an adult",2,0,"-1"
"46547","on her",2,0,"-1"
"46560","according to",2,0,"-1"
"46708","of an adult",3,0,"-1"
"46800","according to the",3,0,"-1"
"47320","italian",1,0,"-1"
"47322","guitarist",1,0,"-1"
"47323","guitar",1,0,"-1"
"47329","passing",1,0,"-1"
"47330","classic",1,0,"-1"
"47334","solutions",1,0,"-1"
"47343","bass",1,0,"-1"
"47346","drums",1,0,"-1"
"47349","legendary",1,0,"-1"
"47352","guests",1,0,"-1"
"47354","beat",1,0,"-1"
"47367","australia",1,0,"-1"
"47369","poets",1,0,"-1"
"47373","el",1,0,"-1"
"47381","russia",1,0,"-1"
"47383","germany",1,0,"-1"
"47384","denmark",1,0,"-1"
"47385","england",1,0,"-1"
"47386","japan",1,0,"-1"
"47390","fiction",1,0,"-1"
"47395","comic",1,0,"-1"
"47477","the legendary",2,0,"-1"
"47481","of new",2,0,"-1"
"47561","of two",2,0,"-1"
"48039","fasciolariidae",1,0,"-1"
"48040","spindle",1,0,"-1"
"48041","snails",1,0,"-1"
"48042","tulip",1,0,"-1"
"48043","allies",1,0,"-1"
"48046","family fasciolariidae",2,0,"-1"
"48047","the spindle",2,0,"-1"
"48048","spindle snails",2,0,"-1"
"48049","the tulip",2,0,"-1"
"48050","tulip snails",2,0,"-1"
"48051","snails and",2,0,"-1"
"48052","and their",2,0,"-1"
"48053","their allies",2,0,"-1"
"48056","the family fasciolariidae",3,0,"-1"
"48057","the spindle snails",3,0,"-1"
"48058","the tulip snails",3,0,"-1"
"48059","tulip snails and",3,0,"-1"
"48060","snails and their",3,0,"-1"
"48061","and their allies",3,0,"-1"
"48064","in the family fasciolariidae",4,0,"-1"
"48065","the tulip snails and",4,0,"-1"
"48066","tulip snails and their",4,0,"-1"
"48067","snails and their allies",4,0,"-1"
"48071","the tulip snails and their",5,0,"-1"
"48072","tulip snails and their allies",5,0,"-1"
"48073","pythagorean",1,0,"-1"
"48074","comma",1,0,"-1"
"48080","equivalent",1,0,"-1"
"48081","b",1,0,"-1"
"48084","ratio",1,0,"-1"
"48086","quarter",1,0,"-1"
"48089","refer",1,0,"-1"
"48096","twelve",1,0,"-1"
"48097","perfect",1,0,"-1"
"48108","define",1,0,"-1"
"48109","respect",1,0,"-1"
"48117","thus",1,0,"-1"
"48124","table",1,0,"-1"
"48127","f",1,0,"-1"
"48128","piano",1,0,"-1"
"48137","temperament",1,0,"-1"
"48144","seventh",1,0,"-1"
"48151","takes",1,0,"-1"
"48159","chinese",1,0,"-1"
"48168","beyond",1,0,"-1"
"48170","pitch",1,0,"-1"
"48174","concept",1,0,"-1"
"48176","step",1,0,"-1"
"48179","blues",1,0,"-1"
"48181","pythagorean comma",2,0,"-1"
"48184","the pythagorean",2,0,"-1"
"48186","the ancient",2,0,"-1"
"48224","refer to",2,0,"-1"
"48254","and one",2,0,"-1"
"48299","with respect",2,0,"-1"
"48300","respect to",2,0,"-1"
"48361","the circle",2,0,"-1"
"48504","of g",2,0,"-1"
"48549","was later",2,0,"-1"
"48561","concept of",2,0,"-1"
"48567","between the",2,0,"-1"
"48587","the pythagorean comma",3,0,"-1"
"48724","with respect to",3,0,"-1"
"48794","in the following",3,0,"-1"
"49937","amputated",1,0,"-1"
"49940","medal",1,0,"-1"
"49942","class",1,0,"-1"
"49943","race",1,0,"-1"
"49946","an american",2,0,"-1"
"49948","at age",2,0,"-1"
"49954","in both",2,0,"-1"
"49958","below the",2,0,"-1"
"49963","she won",2,0,"-1"
"49986","is an american",3,0,"-1"
"50101","en",1,0,"-1"
"50109","caused",1,0,"-1"
"50112","parallel",1,0,"-1"
"50117","tension",1,0,"-1"
"50119","zone",1,0,"-1"
"50147","caused by",2,0,"-1"
"50165","the major",2,0,"-1"
"50203","the rock",2,0,"-1"
"50413","1976",1,0,"-1"
"50414","russian",1,0,"-1"
"50475","author",1,0,"-1"
"50476","green",1,0,"-1"
"50477","nine",1,0,"-1"
"50481","space",1,0,"-1"
"50486","courage",1,0,"-1"
"50490","follows",1,0,"-1"
"50499","science fiction",2,0,"-1"
"50533","life of",2,0,"-1"
"50536","a minor",2,0,"-1"
"50550","against the",2,0,"-1"
"50730","chess",1,0,"-1"
"50731","related",1,0,"-1"
"50735","edition",1,0,"-1"
"50737","editions",1,0,"-1"
"51022","eye",1,0,"-1"
"51028","anterior",1,0,"-1"
"51029","chamber",1,0,"-1"
"51038","canal",1,0,"-1"
"51048","drugs",1,0,"-1"
"51053","termination",1,0,"-1"
"51066","the eye",2,0,"-1"
"51083","covered by",2,0,"-1"
"51101","the blood",2,0,"-1"
"51115","a small",2,0,"-1"
"51144","a point",2,0,"-1"
"51192","base of the",3,0,"-1"
"51210","of the eye",3,0,"-1"
"51347","the base of the",4,0,"-1"
"51623","subtropical",1,0,"-1"
"51624","tropical",1,0,"-1"
"51625","moist",1,0,"-1"
"51627","forests",1,0,"-1"
"51637","its natural",2,0,"-1"
"51642","tropical moist",2,0,"-1"
"51690","francisco",1,0,"-1"
"51691","giants",1,0,"-1"
"51697","park",1,0,"-1"
"51700","louis",1,0,"-1"
"51701","cardinals",1,0,"-1"
"51702","playoff",1,0,"-1"
"51704","All-Star",1,0,"-1"
"51705","game",1,0,"-1"
"51707","san francisco",2,0,"-1"
"51708","francisco giants",2,0,"-1"
"51710","the giants",2,0,"-1"
"51713","in major",2,0,"-1"
"51732","national league",2,0,"-1"
"51738","league championship",2,0,"-1"
"51751","All-Star game",2,0,"-1"
"51753","san francisco giants",3,0,"-1"
"51763","in major league",3,0,"-1"
"51788","the national league",3,0,"-1"
"51825","in major league baseball",4,0,"-1"
"51933","enduro",1,0,"-1"
"51936","champion",1,0,"-1"
"51940","championships",1,0,"-1"
"51943","spanish",1,0,"-1"
"51944","titles",1,0,"-1"
"51945","trophy",1,0,"-1"
"51949","drove",1,0,"-1"
"51984","the record",2,0,"-1"
"51988","world championship",2,0,"-1"
"51996","the 2008",2,0,"-1"
"51999","in several",2,0,"-1"
"52010","to his",2,0,"-1"
"52014","he has",2,0,"-1"
"52033","the race",2,0,"-1"
"52053","the european",2,0,"-1"
"52059","he took",2,0,"-1"
"52078","the title",2,0,"-1"
"52124","team in",2,0,"-1"
"52612","medicine",1,0,"-1"
"52617","reform",1,0,"-1"
"52619","clinical",1,0,"-1"
"52626","attended",1,0,"-1"
"52627","cambridge",1,0,"-1"
"52628","guy",1,0,"-1"
"52632","receiving",1,0,"-1"
"52649","promote",1,0,"-1"
"52662","who is",2,0,"-1"
"52707","of science",2,0,"-1"
"52763","served as",2,0,"-1"
"52766","the san",2,0,"-1"
"52776","a former",2,0,"-1"
"52989","the san francisco",3,0,"-1"
"53003","is a former",3,0,"-1"
"53535","mitchell",1,0,"-1"
"53536","football",1,0,"-1"
"53537","washington",1,0,"-1"
"53538","redskins",1,0,"-1"
"53539","NFL",1,0,"-1"
"53540","draft",1,0,"-1"
"53542","louisiana",1,0,"-1"
"53543","quarterback",1,0,"-1"
"53544","philadelphia",1,0,"-1"
"53545","eagles",1,0,"-1"
"53549","23",1,0,"-1"
"53550","yards",1,0,"-1"
"53554","receiver",1,0,"-1"
"53555","teams",1,0,"-1"
"53556","touchdowns",1,0,"-1"
"53559","punt",1,0,"-1"
"53560","eric",1,0,"-1"
"53562","ranked",1,0,"-1"
"53563","network",1,0,"-1"
"53566","NCAA",1,0,"-1"
"53568","rushing",1,0,"-1"
"53569","rushed",1,0,"-1"
"53570","passed",1,0,"-1"
"53572","25",1,0,"-1"
"53573","19",1,0,"-1"
"53574","kickoff",1,0,"-1"
"53575","rookie",1,0,"-1"
"53577","opening",1,0,"-1"
"53579","touchdown",1,0,"-1"
"53587","super",1,0,"-1"
"53588","bowl",1,0,"-1"
"53590","defeated",1,0,"-1"
"53591","bills",1,0,"-1"
"53593","pro",1,0,"-1"
"53594","players",1,0,"-1"
"53596","category",1,0,"-1"
"53598","owner",1,0,"-1"
"53600","franchise",1,0,"-1"
"53601","leader",1,0,"-1"
"53602","kick",1,0,"-1"
"53604","returns",1,0,"-1"
"53605","orleans",1,0,"-1"
"53606","saints",1,0,"-1"
"53607","NFC",1,0,"-1"
"53616","ranking",1,0,"-1"
"53620","contract",1,0,"-1"
"53625","postseason",1,0,"-1"
"53628","caught",1,0,"-1"
"53630","passes",1,0,"-1"
"53634","opponent",1,0,"-1"
"53635","dallas",1,0,"-1"
"53636","cowboys",1,0,"-1"
"53641","barber",1,0,"-1"
"53642","missed",1,0,"-1"
"53643","inducted",1,0,"-1"
"53644","ring",1,0,"-1"
"53645","fame",1,0,"-1"
"53648","2016",1,0,"-1"
"53658","sports",1,0,"-1"
"53659","talk",1,0,"-1"
"53668","maryland",1,0,"-1"
"53672","got",1,0,"-1"
"53674","argument",1,0,"-1"
"53677","guest",1,0,"-1"
"53680","mike",1,0,"-1"
"53684","camp",1,0,"-1"
"53689","rick",1,0,"-1"
"53690","DC",1,0,"-1"
"53692","scott",1,0,"-1"
"53698","brian mitchell",2,0,"-1"
"53702","former american",2,0,"-1"
"53703","american football",2,0,"-1"
"53705","running back",2,0,"-1"
"53710","national football",2,0,"-1"
"53711","football league",2,0,"-1"
"53713","the washington",2,0,"-1"
"53714","washington redskins",2,0,"-1"
"53721","NFL draft",2,0,"-1"
"53722","played college",2,0,"-1"
"53723","college football",2,0,"-1"
"53724","football at",2,0,"-1"
"53737","played for",2,0,"-1"
"53738","the philadelphia",2,0,"-1"
"53739","philadelphia eagles",2,0,"-1"
"53741","york giants",2,0,"-1"
"53745","the NFL",2,0,"-1"
"53765","special teams",2,0,"-1"
"53773","punt return",2,0,"-1"
"53821","a senior",2,0,"-1"
"53823","rushed for",2,0,"-1"
"53824","for 1",2,0,"-1"
"53825","yards and",2,0,"-1"
"53839","a punt",2,0,"-1"
"53854","the redskins",2,0,"-1"
"53859","a touchdown",2,0,"-1"
"53867","came to",2,0,"-1"
"53872","on november",2,0,"-1"
"53887","the game",2,0,"-1"
"53897","during his",2,0,"-1"
"53900","season with",2,0,"-1"
"53902","led the",2,0,"-1"
"53905","return yards",2,0,"-1"
"53909","team to",2,0,"-1"
"53913","super bowl",2,0,"-1"
"53929","pro bowl",2,0,"-1"
"53935","the league",2,0,"-1"
"53956","hall of",2,0,"-1"
"53971","signed with",2,0,"-1"
"53984","the franchise",2,0,"-1"
"54006","new orleans",2,0,"-1"
"54007","orleans saints",2,0,"-1"
"54031","yards for",2,0,"-1"
"54061","yards on",2,0,"-1"
"54075","contract with",2,0,"-1"
"54077","him to",2,0,"-1"
"54144","dallas cowboys",2,0,"-1"
"54149","to record",2,0,"-1"
"54169","was inducted",2,0,"-1"
"54173","of fame",2,0,"-1"
"54179","on september",2,0,"-1"
"54197","a variety",2,0,"-1"
"54242","on april",2,0,"-1"
"54264","who was",2,0,"-1"
"54283","on january",2,0,"-1"
"54329","in philadelphia",2,0,"-1"
"54335","a former american",3,0,"-1"
"54336","former american football",3,0,"-1"
"54344","the national football",3,0,"-1"
"54345","national football league",3,0,"-1"
"54350","the washington redskins",3,0,"-1"
"54359","he played college",3,0,"-1"
"54360","played college football",3,0,"-1"
"54361","college football at",3,0,"-1"
"54381","played for the",3,0,"-1"
"54387","the new york",3,0,"-1"
"54388","new york giants",3,0,"-1"
"54519","for a touchdown",3,0,"-1"
"54606","led the league",3,0,"-1"
"54607","the league in",3,0,"-1"
"54651","signed with the",3,0,"-1"
"54700","new orleans saints",3,0,"-1"
"54719","in the NFL",3,0,"-1"
"54947","hall of fame",3,0,"-1"
"54987","can be seen",3,0,"-1"
"55122","is a former american",4,0,"-1"
"55123","a former american football",4,0,"-1"
"55132","in the national football",4,0,"-1"
"55133","the national football league",4,0,"-1"
"55146","he played college football",4,0,"-1"
"55147","played college football at",4,0,"-1"
"55174","the new york giants",4,0,"-1"
"55874","is a former american football",5,0,"-1"
"55884","in the national football league",5,0,"-1"
"55895","he played college football at",5,0,"-1"
"56543","braham",1,0,"-1"
"56546","composer",1,0,"-1"
"56547","famous",1,0,"-1"
"56548","harrigan",1,0,"-1"
"56549","hart",1,0,"-1"
"56553","musician",1,0,"-1"
"56554","harp",1,0,"-1"
"56559","violin",1,0,"-1"
"56561","violinist",1,0,"-1"
"56562","concerts",1,0,"-1"
"56563","uncle",1,0,"-1"
"56566","orchestra",1,0,"-1"
"56567","accompanying",1,0,"-1"
"56569","moore",1,0,"-1"
"56576","canterbury",1,0,"-1"
"56579","broadway",1,0,"-1"
"56580","pluto",1,0,"-1"
"56586","performers",1,0,"-1"
"56592","performer",1,0,"-1"
"56594","collaborated",1,0,"-1"
"56595","mulligan",1,0,"-1"
"56596","guard",1,0,"-1"
"56602","civil",1,0,"-1"
"56605","marked",1,0,"-1"
"56608","go",1,0,"-1"
"56610","theater",1,0,"-1"
"56612","scores",1,0,"-1"
"56613","daughter",1,0,"-1"
"56617","racial",1,0,"-1"
"56618","irish",1,0,"-1"
"56619","americans",1,0,"-1"
"56620","ball",1,0,"-1"
"56624","titled",1,0,"-1"
"56627","dan",1,0,"-1"
"56629","pitcher",1,0,"-1"
"56658","called the",2,0,"-1"
"56661","in london",2,0,"-1"
"56676","on board",2,0,"-1"
"56684","performing in",2,0,"-1"
"56695","york city",2,0,"-1"
"56766","collaborated with",2,0,"-1"
"56769","the mulligan",2,0,"-1"
"56776","song was",2,0,"-1"
"56779","on july",2,0,"-1"
"56823","in november",2,0,"-1"
"56828","the success",2,0,"-1"
"56829","success of",2,0,"-1"
"56847","african americans",2,0,"-1"
"56875","the pitcher",2,0,"-1"
"56915","died in",2,0,"-1"
"56922","a musical",2,0,"-1"
"57005","new york city",3,0,"-1"
"57012","in new york",3,0,"-1"
"57101","the song was",3,0,"-1"
"57158","the success of",3,0,"-1"
"57940","air-breathing",1,0,"-1"
"57941","land",1,0,"-1"
"57942","slug",1,0,"-1"
"57943","terrestrial",1,0,"-1"
"57944","pulmonate",1,0,"-1"
"57947","slugs",1,0,"-1"
"57950","of air-breathing",2,0,"-1"
"57951","air-breathing land",2,0,"-1"
"57953","a terrestrial",2,0,"-1"
"57954","terrestrial pulmonate",2,0,"-1"
"57955","pulmonate gastropod",2,0,"-1"
"57959","this species",2,0,"-1"
"57962","species of air-breathing",3,0,"-1"
"57963","of air-breathing land",3,0,"-1"
"57965","a terrestrial pulmonate",3,0,"-1"
"57966","terrestrial pulmonate gastropod",3,0,"-1"
"57967","pulmonate gastropod mollusk",3,0,"-1"
"57970","this species occurs",3,0,"-1"
"57973","a species of air-breathing",4,0,"-1"
"57974","species of air-breathing land",4,0,"-1"
"57976","a terrestrial pulmonate gastropod",4,0,"-1"
"57977","terrestrial pulmonate gastropod mollusk",4,0,"-1"
"57978","pulmonate gastropod mollusk in",4,0,"-1"
"57980","this species occurs in",4,0,"-1"
"57983","is a species of air-breathing",5,0,"-1"
"57984","a species of air-breathing land",5,0,"-1"
"57986","a terrestrial pulmonate gastropod mollusk",5,0,"-1"
"57987","terrestrial pulmonate gastropod mollusk in",5,0,"-1"
"57988","pulmonate gastropod mollusk in the",5,0,"-1"
"57998","guild",1,0,"-1"
"58017","australians",1,0,"-1"
"58019","student",1,0,"-1"
"58022","deal",1,0,"-1"
"58032","deans",1,0,"-1"
"58034","engineers",1,0,"-1"
"58043","chapter",1,0,"-1"
"58046","commonwealth",1,0,"-1"
"58069","care",1,0,"-1"
"58072","organ",1,0,"-1"
"58084","streams",1,0,"-1"
"58091","2014",1,0,"-1"
"58094","grand",1,0,"-1"
"58113","of australia",2,0,"-1"
"58302","of education",2,0,"-1"
"59777","economic",1,0,"-1"
"59778","soviet",1,0,"-1"
"59779","independent",1,0,"-1"
"59782","independence",1,0,"-1"
"59796","the soviet",2,0,"-1"
"59797","soviet union",2,0,"-1"
"60180","an extinct",2,0,"-1"
"60236","is an extinct",3,0,"-1"
"60399","rialto",1,0,"-1"
"60400","square",1,0,"-1"
"60403","movie",1,0,"-1"
"60407","comedy",1,0,"-1"
"60423","dominates",1,0,"-1"
"60433","studios",1,0,"-1"
