context_id,context_name,context_immediate_parent_id
1281,Foundationalism,522
1282,Historicism,522
1283,Holism,522
1284,Instrumentalism,522
1285,Internalism,522
1286,Logical Positivism,522
1287,Ordinary Language Philosophy,522
1288,Phenomenalism,522
1289,Positivism,522
1290,Pragmatism,522
1291,Rationalism,522
1292,Representationalism,522
1293,Scientism,522
1294,Skepticism,522
1295,Verificationism,522
1296,Atomism,526
1297,Determinism,526
1298,Dualism,526
1299,Essentialism,526
1300,Existentialism,526
1301,Fideism,526
1302,Idealism,526
1303,Intellectualism,526
1304,Monism,526
1305,Naturalism,526
1306,Nihilism,526
1307,Nominalism,526
1308,Objectivism,526
1309,Phenomenology,526
1310,Physicalism,526
1311,Pluralism,526
1312,Realism,526
1313,Reductionism,526
1314,Relativism,526
1316,Solipsism,526
1317,Subjectivism,526
1318,Voluntarism,526
1319,Timber tract operations,536
1320,Forest nurseries and gathering of forest products,536
1321,Logging,536
1322,Fishing,537
1323,Hunting and trapping,537
1324,Crop production,254
1325,Animal production,254
1327,Coal mining,540
1328,Metal ore mining,540
1329,Nonmetallic mineral mining and quarrying,540
1335,Electric power generation,542
1336,"Electric power transmission, control and distribution",542
1337,Water supply and irrigation systems,544
1338,Sewage treatment facilities,544
1339,Steam and air-conditioning supply,544
1340,Residential building construction,545
1341,Nonresidential building construction,545
1342,Utility system construction,546
1343,Land subdivision,546
1344,"Highway, street and bridge construction",546
1345,Miscellaneous heavy and civil engineering construction,546
1346,"Foundation, structure, and building exterior contractors",547
1347,Building equipment contractors,547
1348,Building finishing contractors,547
1349,Miscellaneous specialty trade contractors,547
1350,Animal food manufacturing,548
1351,Grain and oilseed manufacturing,548
1352,Sugar and confectionery product manufacturing,548
1353,Fruit and vegetable preserving and specialty food manufacturing,548
1354,Dairy product manufacturing,548
1355,Animal slaughtering and processing,548
1356,Seafood product preparation and packaging,548
1357,Bakeries and tortilla manufacturing,548
1358,Miscellaneous food manufacturing,548
1359,Beverage manufacturing,549
1360,Tobacco manufacturing,549
1361,"Fiber, yarn and thread mills",550
1362,Fabric mills,550
1363,Textile and fabric finishing and fabric coating mills,550
1364,Textile furnishing mills,550
1365,Miscellaneous textile product mills,550
1366,Apparel knitting mills,552
1367,Cut and sew apparel manufacturing,552
1368,Apparel accessories manufacturing,552
1369,Leather and hide tanning and finishing,553
1370,Footwear manufacturing,553
1371,Handbag and purse manufacturing,553
1372,Miscellaneous leather and allied product manufacturing,553
1373,Sawmills and wood preservation,554
1374,"Veneer, plywood, and engineered wood product manufacturing",554
1375,Miscellaneous wood product manufacturing,554
1376,"Pulp, paper and parboard mills",555
1377,Converted paper product manufacturing,555
1378,Basic chemical manufacturing,558
1379,"Resin, synthetic rubber, artificial and synthetic fibers and filaments manufacturing",558
1380,"Pesticide, fertilizer and other agricultural chemical manufacturing",558
1381,Pharmaceutical and medicine manufacturing,558
1382,"Paint, coating and adhesive manufacturing",558
1383,"Soap, cleaning compound and toilet preparation manufacturing",558
1384,Miscellaneous chemical product and preparation manufacturing,558
1385,Plastics products manufacturing,559
1386,Rubber products manufacturing,559
1387,Clay products and refractory manufacturing,560
1388,Glass and glass products manufacturing,560
1389,Cement and concrete products manufacturing,560
1390,Lime and gypsum products manufacturing,560
1391,Abrasive products manufacturing,560
1392,Cut stone and stone products manufacturing,560
1393,Ground or treated mineral and earth manufacturing,560
1394,Mineral wool manufacturing,560
1395,Miscellaneous nonmetallic mineral products manufacturing,560
1396,Iron and steel mills and ferroalloy manufacturing,561
1397,Steel products manufacturing from purchased steel,561
1398,Alumina and aluminum production and processing,561
1399,Nonferrous metal production and processing,561
1400,Foundries,561
1401,Forging and stamping,562
1402,Cutlery and handtool manufacturing,562
1403,Architectural and structural metals manufacturing,562
1404,"Boiler, tank and shipping container manufacturing",562
1405,Hardware manufacturing,562
1406,Pring and wire products manufacturing,562
1407,"Machine shops, turned product, screw, nut and bolt manufacturing",562
1408,"Coating, engraving, heat treating and allied activities",562
1409,Miscellaneous fabricated metal products manufacturing,562
1410,"Agriculture, construction, and mining machinery manufacturing",563
1411,Industrial machinery manufacturing,563
1412,Commercial and service industry machinery manufacturing,563
1413,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",563
1414,Metalworking machinerey manufacturing,563
1415,"Engine, turbine and power transmission equipment manufacturing",563
1416,Miscellaneous general purpose machinery manufacturing,563
1417,Electric lighting equipment manufacturing,564
1418,Household appliance manufacturing,564
1419,Electrical equipment manufacturing,564
1422,Motor vehicle manufacturing,565
1423,Motor vehicle body and trailer manufacturing,565
1424,Motor vehicle parts manufacturing,565
1425,Aerospace product and part manufacturing,565
1426,Railroad rolling stock manufacturing,565
1427,Ship and boat building,565
1428,Miscellaneous transportation equipment manufacturing,565
1429,Household and institutional furniture and kitchen cabinet manufacturing,566
1430,Office furniture and fixtures manufacturing,566
1431,Mattress manufacturing,566
1432,Blind and shade manufacturing,566
1433,Medical equipment and supplies manufacturing,567
1434,Jewelry and silverware manufacturing,567
1435,Sporting and athletic goods manufacturing,567
1436,"Doll, toy and game manufacturing",567
1437,Office supplies manufacturing,567
1438,Sign manufacturing,567
1439,"Gasket, packing and sealing device manufacturing",567
1440,Musical instrument manufacturing,567
1441,"Fastener, button, needle, and pin manufacturing",567
1442,"Broom, brush and mop manufacturing",567
1443,Burial casket manufacturing,567
1444,All other miscellaneous manufacturing,567
1445,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,568
1446,Furniture and home furnishing merchant wholesalers,568
1447,Lumber and other construction materials merchant wholesalers,568
1448,Professional and commercial equipment and supplies merchant wholesalers,568
1449,Metal and mineral wholesalers,568
1450,Household appliances and electrical and electronic goods merchant wholesalers,568
1451,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",568
1452,"Machinery, equipment and supplies merchant wholesalers",568
1453,Miscellaneous durable goods merchant wholesalers,568
1454,Paper and paper product merchant wholesalers,569
1455,Drugs and druggists - sundries merchant wholesalers,569
1456,"Apparels, piece goods, and notions merchant wholesalers",569
1457,Grocery and related product merchant wholesalers,569
1458,Farm product raw materialmerchant wholesalers,569
1459,Chemical and allied products merchant wholesalers,569
1460,Petroleum and petroleum products merchant wholesalers,569
1461,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",569
1462,Miscellaneous nondurable goods merchant wholesalers,569
1463,Florists,581
1464,"Office supplies, stationery, and gift stores",581
1465,Used merchandise stores,581
1466,Other miscellaneous retail stores,581
1467,Electronic shopping and mail-order houses,582
1468,Vending machine operators,582
1469,Direct selling establishments,582
1470,Depository credit intermediation,604
1471,Nondepository credit intermediation,604
1472,Activities related to credit intermediation,604
1473,Securities and commodity contracts intermediation and brokerage,605
1474,Securities and commodity exchanges,605
1475,Other financial investment activities,605
1476,Insurance carriers,606
1477,"Agencies, brokerages, and other insurance related activities",606
1478,Catholic Church,616
1479,Church of the East,616
1480,Esoteric christianity,616
1481,Independent Catholicism,616
1482,Messianic Judaism,616
1483,New thought,616
1484,Nontrinitarianism,616
1485,Orthodox Church,616
1486,Protestant Church,616
1487,Racialist group,616
1488,Restorationist Church,616
1489,Shia Islam,617
1490,Sunni Islam,617
1491,Vertebrate,1192
1492,Invertebrate,1192
1493,Green algae,1169
1494,Bryophytes,1169
1495,Pteridophytes,1169
1496,Seed plants,1169
1497,Fungi,1169
1498,Engineering geology,1224
1499,Geochemistry,1224
1500,Mineralogy,1224
1501,Paleontology,1224
1502,Petrology,1224
1503,Sedimentology,1224
1504,Stratigraphy,1224
1505,Structural geology,1224
1506,Atmospheric sciences,1226
1507,Biogeography,1226
1508,Biogeography,1226
1509,Coastal geography,1226
1510,Geodesy,1226
1511,Geomorphology,1226
1512,Glaciology,1226
1513,Hydrography,1226
1514,Hydrology,1226
1515,Landscape ecology,1226
1516,Oceanography,1226
1517,Paleoclimatology,1226
1518,Paleogeography,1226
1519,Soil science,1226
1520,Athletics,1275
1521,Competitive model sport,1275
1522,Mind sport,1275
1523,Miscellaneous sport,1275
1524,Physical sport,1275
1525,Strength sport,1275
1526,Table sport,1275
1527,Hydrolectricity,1335
1528,Fossil fuel energy,1335
1529,Nuclear power,1335
1530,Solar energy,1335
1531,Wind power,1335
1532,Geothermal energy,1335
1533,Biomass energy,1335
1534,Miscellaneous electrical energy,1335
1535,Commercial banking,1470
1536,Savings institutions,1470
1537,Credit unions,1470
1538,Miscellaneous depository credit intermediation,1470
1539,Credit card issuing,1471
1540,Sales financing,1471
1541,Consumer lending,1471
1542,Real estate credit,1471
1543,International trade financing,1471
1544,Secondary market financing,1471
1545,Miscellaneous nondepository credit intermediation,1471
1546,Mortgage and nonmortgage loan brokers,1472
1547,"Financial transactions processing, reserve and clearinghouse activities",1472
1548,Investment banking and securities dealing,1473
1549,Securities brokerage,1473
1550,Commodity contracts dealing,1473
1551,Commodity contracts brokerage,1473
1552,Anthroposophical society,1480
1553,Archeosophical society,1480
1554,Behmenism,1480
1555,Eccesia gnostica,1480
1556,Freemasonry,1480
1557,Lectorium rosicrucianism,1480
1558,Martinism,1480
1559,Societas rosicruciana,1480
1560,Spiritualist Church,1480
1561,The rosicrucian fellowship,1480
1562,Universal white brotherhood,1480
1563,Arian Catholic Church,1484
1564,Arianism,1484
1565,Bible Student Movement,1484
1566,Christadelphians,1484
1567,Christian science,1484
1568,Christian universalism,1484
1569,Church of Almighty God,1484
1570,Church of God Seventh-day,1484
1571,Church of the Blessed Hope,1484
1572,Iglesia ni cristo,1484
1573,Keraites,1484
1574,Makuya,1484
1575,Members Church of God International,1484
1576,Most Holy Church of God in Christ Jesus,1484
1577,Oneness pentecostalism,1484
1578,Spiritual Christians,1484
1579,Subbotniki,1484
1580,Swedenborgianism,1484
1581,The Way International,1484
1582,Two by Twos,1484
1583,Adventism,1486
1584,Anabaptism,1486
1585,Anglicanism,1486
1586,Calvinism,1486
1587,Evangelicalism,1486
1588,Nonconformism,1486
1589,Pentecostalism,1486
1590,Mormonism,1488
1591,Stone-Campbell Restoration Movement,1488
1594,Liverworts,1494
1595,Hornworts,1494
1596,Mosses,1494
1597,Club mosses,1495
1598,Ferns and horsetails,1495
1599,Cycads,1496
1600,Ginkgo,1496
1601,Conifers,1496
1602,Gnetophytes,1496
1603,Flowering plants,1496
1604,Fish,1491
1605,Tetrapod,1491
1606,Coral and jellyfish family,1492
1607,Invertebrate bilaterian,1492
1608,Sponge,1492
1609,Discus,1520
1610,Hammer throw,1520
1611,High jump,1520
1612,Javelin,1520
1613,Jumping,1520
1614,Long jump,1520
1615,Pole vault,1520
1616,Shot put,1520
1617,Throwing,1520
1618,Triple jump,1520
1619,Model aircraft racing,1521
1620,Model yacht racing,1521
1621,Neppis,1521
1622,Card game,1522
1623,Debating,1522
1624,Quizzing,1522
1625,Speedcubing,1522
1626,Strategy board game,1522
1627,Aizkolaritza,1522
1628,Chess boxing,1523
1629,Competitive eating,1523
1630,Egg and spoon race,1523
1631,Extreme ironing,1523
1632,Ferret legging,1523
1633,Footbag,1523
1634,Haggis hurling,1523
1635,Logrolling,1523
1636,Lumberjack sports,1523
1637,Object spinning,1523
1638,Padiddling,1523
1639,Sack race,1523
1640,Soap shoes,1523
1641,Tennikoit,1523
1642,Tetherball,1523
1643,Three-legged race,1523
1644,Wife-carrying,1523
1645,Acro sport,1524
1646,Air sport,1524
1647,Aquatic and paddle sport,1524
1648,Ball-over-net games,1524
1649,Basketball family,1524
1650,Bat-and-ball,1524
1651,Baton twirling,1524
1652,Board sport,1524
1653,Catch game,1524
1654,Climbing,1524
1655,Combat sport,1524
1656,Cue sport,1524
1657,Cycling,1524
1658,Equine sport,1524
1659,Fantasy Sport,1524
1660,Fishing,1524
1661,Flying disc sport,1524
1662,Football,1524
1663,Golf,1524
1664,Handball family,1524
1665,Hunting,1524
1666,Ice sport,1524
1667,Imaginary Sport,1524
1668,Kite sport,1524
1669,Mixed sports discipline,1524
1670,Motorized sport,1524
1671,Musical sport,1524
1672,Orienteering family,1524
1673,Overlapping sport,1524
1674,Pilota family,1524
1675,Racket sport,1524
1676,Remote control sport,1524
1677,Rodeo-originated,1524
1678,Running,1520
1679,Sailing sport,1524
1680,Shooting sport,1524
1681,Snow sport,1524
1682,Stacking,1524
1683,Stick and ball game,1524
1684,Street sport,1524
1685,Tag game,1524
1686,Target sport,1524
1687,Walking sport,1524
1688,Wall-and-ball,1524
1689,Weightlifting,1524
1690,Arm wrestling,1525
1692,Strongman,1525
1693,Thumb wrestling,1525
1694,Toe wrestling,1525
1695,Tug-o-war,1525
1696,Wood chopping,1525
1697,Wood splitting,1525
1698,Zourkhaneh,1525
1699,Air hockey,1526
1700,Beer Pong,1526
1701,Connect Four,1526
1702,Cue sports,1526
1704,Foosball,1526
1705,Headis,1526
1706,Janggi,1526
1708,Reversi,1526
1709,Subbuteo,1526
1710,Table football,1526
1711,Table hockey,1526
1712,Table tennis,1526
1714,Baptist Church,1587
1715,Lutheranism,1587
1716,Methodism,1587
1717,Reformed Presbyterian Church,1587
1718,Amphibian,1605
1719,Bird,1605
1720,Mammal,1605
1721,Reptile,1605
1722,Invertebrate deuterostome,1607
1723,Protostome,1607
1724,Basal invertebrate,1607
1725,Arimaa,1626
1726,Backgammon,1626
1727,Checkers,1626
1728,Chess,1626
1729,Chinese checkers,1626
1730,Diplomacy,1626
1731,Dominoes,1626
1732,Draughts,1626
1733,Go,1626
1734,Go-Moku,1626
1735,Jacquet,1626
1736,Mahjong,1626
1737,Mancala,1626
1738,Risk,1626
1739,Scrabble,1626
1740,Shogi,1626
1741,Sholo Guti,1626
1742,Sogo,1626
1743,Stratego,1626
1744,Sudoku,1626
1745,Chinese chess,1626
1746,acro,1645
1747,ball acro,1645
1749,Cheerleading,1645
1751,gymnastics,1645
1752,Aerobatics,1646
1753,Air racing,1646
1754,Bungee jumping,1646
1755,Gliding,1646
1756,Hang gliding,1646
1757,Hot air ballooning,1646
1758,Human powered aircraft,1646
1759,Model aircraft,1646
1760,Parachuting,1646
1761,Paragliding,1646
1762,Paramotoring,1646
1763,Ultralight aviation,1646
1764,Biribol,1648
1765,Bossaball,1648
1766,Fistball,1648
1767,Footbag net,1648
1768,Football tennis,1648
1769,Footvolley,1648
1770,Hooverball,1648
1771,Peteca,1648
1772,Sepak takraw,1648
1773,Sipa,1648
1774,Throwball,1648
1775,Volleyball,1648
1776,Wallyball,1648
1777,Basketball,1649
1778,Cestoball,1649
1779,Korfball,1649
1780,Netball,1649
1781,Ringball,1649
1782,Slamball,1649
1783,Baseball,1650
1784,Bat and trap,1650
1785,Brännboll,1650
1786,British baseball,1650
1787,Corkball,1650
1788,Cricket,1650
1789,Danish longball,1650
1790,Kickball,1650
1791,Kilikiti,1650
1792,Lapta,1650
1793,Matball,1650
1794,Oina,1650
1795,Old cat,1650
1796,Over-the-line,1650
1797,Palant,1650
1798,Pesäpallo,1650
1799,Punchball,1650
1800,Rounders,1650
1801,Scrub baseball,1650
1802,Stickball,1650
1803,Stool ball,1650
1804,Tee-ball,1650
1805,The Massachusetts Game,1650
1806,Town ball,1650
1807,Vigoro,1650
1808,Wiffleball,1650
1809,Wireball,1650
1810,Scootering,1652
1811,Skateboarding,1652
1812,Skating sport,1652
1813,Skysurfing,1652
1814,Snowboarding,1652
1815,Streetluge,1652
1816,Surfing,1652
1817,Wakeboarding,1652
1818,Dodgeball,1653
1819,Ga-ga,1653
1820,Keep away,1653
1821,Kin-Ball,1653
1822,Newcomb ball,1653
1823,Quidditch,1653
1824,Rundown,1653
1825,Yukigassen,1653
1826,Abseiling,1654
1827,Aid climbing,1654
1828,Canyoning (Canyoneering),1654
1829,Coasteering,1654
1830,Ice climbing,1654
1831,Mixed climbing,1654
1832,Mountaineering,1654
1833,Pole climbing,1654
1834,Rock climbing,1654
1835,Rope climbing,1654
1836,Grappling,1655
1837,Mixed combat sport,1655
1838,Striking,1655
1839,Weapons,1655
1840,Carom billiards,1656
1841,Hybrid carom–pocket game,1656
1842,Novuss,1656
1843,Obstacle variations,1656
1844,Pocket billiards,1656
1845,Snooker,1656
1846,Table Sports ,1656
1847,Artistic cycling,1657
1848,BMX,1657
1849,Cross-country mountain biking,1657
1850,Cycle polo,1657
1851,Cycle speedway,1657
1852,Cyclo-cross,1657
1853,Dirt jumping,1657
1854,Downhill mountain biking,1657
1855,Freestyle BMX,1657
1856,Hardcourt Bike Polo,1657
1857,Road bicycle racing,1657
1858,Track cycling,1657
1859,Underwater cycling,1657
1860,Mountain unicycling,1657
1861,Unicycle basketball,1657
1862,Unicycle trials,1657
1863,Unicycling,1657
1865,Buzkashi,1658
1866,Campdrafting,1658
1867,Charreada,1658
1868,Chilean rodeo,1658
1869,Cirit,1658
1870,Cross country,1658
1871,Cutting,1658
1872,Dressage,1658
1873,Endurance riding,1658
1874,English pleasure,1658
1875,Equestrian vaulting,1658
1876,Equitation,1658
1877,Eventing,1658
1878,Gymkhana,1658
1879,Harness racing,1658
1880,Horse racing,1658
1881,Horseball,1658
1882,Hunter,1658
1883,Hunter-jumpers,1658
1884,Jousting,1658
1885,Pato,1658
1886,Reining,1658
1887,Rodeo,1658
1888,Show jumping,1658
1889,Steeplechase,1658
1890,Team penning,1658
1891,Tent pegging,1658
1892,Western pleasure,1658
1893,Angling,1660
1894,Big-game fishing,1660
1895,Casting,1660
1896,Fly fishing,1660
1897,Ice fishing,1660
1898,Noodling,1660
1899,Rock fishing,1660
1900,Spearfishing,1660
1901,Sport fishing,1660
1902,Surf fishing,1660
1903,Beach ultimate,1661
1904,Cylinder,1661
1905,Disc dog,1661
1906,Disc golf,1661
1908,Dodge disc,1661
1909,Double disc court,1661
1910,Flutterguts,1661
1911,Freestyle competition,1661
1912,Freestyle flying disc,1661
1913,Goaltimate,1661
1914,Guts,1661
1915,Hot box,1661
1916,Ringo,1661
1917,Ultimate,1661
1918,Ancient football games,1662
1919,Association football,1662
1920,Australian football,1662
1921,English school football games,1662
1922,Gaelic football,1662
1923,Gridiron football,1662
1924,Hybrid codes football,1662
1925,Medieval football,1662
1926,Rugby football,1662
1927,Underwater football,1662
1928,Goalball,1664
1929,hitball,1664
1930,Tchoukball,1664
1931,Team handball,1664
1932,Torball,1664
1933,Water polo,1664
1934,Curling,1666
1935,Figure skating,1666
1936,Miscellaneous ice sports,1666
1937,Kite buggy,1668
1938,Kite fighting,1668
1939,Kite landboarding,1668
1940,Kitesurfing,1668
1941,Parasailing,1668
1942,Snow kiting,1668
1943,Stunt kite,1668
1944,Adventure racing,1669
1945,Biathlon,1669
1946,Decathlon,1669
1947,Duathlon,1669
1948,Heptathlon,1669
1949,Icosathlon,1669
1950,Modern pentathlon,1669
1951,Pentathlon,1669
1952,Tetrathlon,1669
1953,Triathlon,1669
1954,Woodsman,1669
1955,ATV racing,1670
1956,Auto racing,1670
1957,Motorboat racing,1670
1958,Motorcycle racing,1670
1959,Flag spinning,1671
1960,Drum corps,1671
1961,Indoor percussion,1671
1962,Marching band,1671
1963,Geocaching,1672
1964,Letterboxing,1672
1965,Mixed orienteering discipline,1672
1966,Orienteering,1672
1967,Rogaining,1672
1968,Waymarking,1672
1969,American handball,1674
1970,Australian handball,1674
1971,Fives,1674
1972,Four square,1674
1973,Frisian handball,1674
1974,Gaelic handball,1674
1975,Jeu de paume,1674
1976,Palla,1674
1977,Patball,1674
1978,Valencian pilota,1674
1979,Badminton,1675
1981,Basque pelota,1675
1982,Beach tennis,1675
1983,Matkot,1675
1984,Padel,1675
1985,Paleta Frontón,1675
1986,Pelota mixteca,1675
1987,Pickleball,1675
1988,Platform tennis,1675
1989,Qianball,1675
1990,Racketlon,1675
1991,Racquetball,1675
1992,Racquets,1675
1993,Real tennis,1675
1994,Soft tennis,1675
1995,Speed-ball,1675
1996,Speedminton,1675
1997,Squash,1675
1998,Squash tennis,1675
1999,Stické,1675
2001,Tennis,1675
2002,Model aerobatics,1676
2003,RC racing,1676
2004,Robot combat,1676
2005,Slot car racing,1676
2006,Barrel Racing,1677
2007,Bronc Riding,1677
2008,Bullriding,1677
2010,Goat Tying,1677
2011,Roping,1677
2013,Steer Wrestling,1677
2015,Hurdles,1678
2016,Run,1678
2019,Cross-country running,1678
2020,Half marathon,1678
2021,Marathon,1678
2022,Road running,1678
2023,Tower running,1678
2024,Ultramarathon,1678
2025,Dinghy sailing,1679
2026,Ice yachting,1679
2027,Kiteboarding,1679
2028,Land sailing,1679
2029,Land windsurfing,1679
2030,Sailing,1679
2031,Alpine skiing,1681
2032,Cross-country skiing,1681
2033,Freestyle skiing,1681
2034,Nordic combined,1681
2035,Nordic skiing,1681
2036,Ski jumping,1681
2037,Ski touring,1681
2038,Skiing,1681
2039,Skijoring,1681
2040,Sled sport,1681
2041,Speed skiing,1681
2042,Telemark skiing,1681
2043,Hockey,1683
2044,Hornussen,1683
2045,Hurling and shinty,1683
2046,Lacrosse,1683
2047,Polo,1683
2048,Free running,1684
2049,Freestyle footbag,1684
2050,Parkour,1684
2051,Powerbocking,1684
2052,Street workout,1684
2053,British bulldogs,1685
2054,Capture the flag,1685
2055,Hana Ichi Monme,1685
2056,Hide and seek,1685
2057,Jugger,1685
2058,Kabaddi,1685
2059,Kho kho,1685
2060,Kick the can,1685
2061,Oztag,1685
2062,Red rover,1685
2063,Tag,1685
2064,Archery,1686
2065,Bocce,1686
2066,Bocce volo,1686
2067,Boccia,1686
2068,Bolas criollas,1686
2069,Boules,1686
2070,Bowling,1686
2071,Bowls a.k.a. lawn bowls,1686
2072,Calva,1686
2073,Cornhole,1686
2074,Croquet,1686
2075,Darts,1686
2076,Horseshoes,1686
2077,Boule lyonnaise,1686
2078,Knife throwing,1686
2079,Kubb,1686
2080,Pall mall,1686
2081,Pétanque,1686
2082,Pitch and putt,1686
2083,Shooting,1686
2084,Shuffleboard,1686
2085,Skee ball,1686
2086,Skittles,1686
2087,Trugo,1686
2088,Woodball,1686
2089,Backpacking,1687
2090,Bushwhacking,1687
2091,Hiking,1687
2092,Racewalking,1687
2093,Walking,1687
2094,Butts Up,1688
2095,Chinese handball,1688
2096,International fronton,1688
2097,Suicide (game),1688
2098,Valencian frontó,1688
2099,Wallball,1688
2100,Aquatic bird,1719
2101,Arboreal bird,1719
2102,Bird of prey,1719
2104,Flightless bird,1719
2105,Gruiformes,1719
2107,Nocturnal bird,1719
2108,Parrot,1719
2109,Perching bird,1719
2110,Dove family,1719
2115,Eutriconodont early mammal,1720
2116,Platypus and echidna family,1720
2117,Theriiformes mammal,1720
2118,Scaled reptile,1721
2119,Tuatara,1721
2120,Echinoderm,1722
2121,Hemichordate,1722
2122,Invertebrate chordate,1722
2123,arthropod,1723
2124,Eight-legged micro-animal,1723
2125,Mollusc and annelid family,1723
2126,Worm,1723
2127,Baguazhang,1837
2128,Bartitsu,1837
2129,Bujinkan,1837
2130,Hapkido,1837
2131,Hwa Rang Do,1837
2132,Jeet Kune Do,1837
2133,Kajukenbo,1837
2134,Kalarippayattu,1837
2135,Krav Maga,1837
2136,Kuk Sool Won,1837
2137,MCMAP,1837
2138,Mixed martial art,1837
2139,Ninjutsu,1837
2140,Northern Praying Mantis,1837
2141,Pankration,1837
2142,Pencak Silat,1837
2143,Sanshou,1837
2144,Shid?kan Karate,1837
2145,Shoot boxing,1837
2146,Shootfighting,1837
2147,Shorinji Kempo,1837
2148,Sh?rin-ry? Shid?kan,1837
2149,Systema,1837
2150,Tai chi chuan,1837
2151,Vajra-mushti,1837
2152,Vale tudo,1837
2153,Vovinam,1837
2154,Xingyiquan,1837
2155,Axe throwing,1839
2156,Batt?jutsu,1839
2157,Boffer fighting,1839
2158,Egyptian stick fencing,1839
2159,Eskrima,1839
2160,Fencing,1839
2161,Gatka,1839
2162,Hoj?jutsu,1839
2163,Iaid?,1839
2164,Iaijutsu,1839
2165,J?d?,1839
2166,Jogo do pau,1839
2167,J?kend?,1839
2168,Juttejutsu,1839
2169,Kendo,1839
2170,Kenjutsu,1839
2171,Krabi-krabong,1839
2172,Kumdo,1839
2173,Kung fu,1839
2174,Ky?d?,1839
2175,Ky?jutsu,1839
2176,Modern Arnis,1839
2177,Naginatajutsu,1839
2178,Nguni stick-fighting,1839
2179,Okinawan kobud?,1839
2180,Shurikenjutsu,1839
2181,Silambam,1839
2182,Skirmish,1839
2183,S?jutsu,1839
2184,Sword fighting,1839
2186,Wushu,1839
2187,Bokator,1838
2188,Boxing,1838
2189,Capoeira,1838
2190,Choi Kwang-Do,1838
2191,Cockfighting,1838
2192,Fujian White Crane,1838
2193,Karate,1838
2194,Kenp?,1838
2195,Kickboxing,1838
2196,Lethwei,1838
2197,Muay Thai,1838
2198,Pradal serey,1838
2199,San shou,1838
2200,Savate,1838
2201,Shaolin kung fu,1838
2202,Sikaran,1838
2203,Silat,1838
2204,Subak,1838
2205,Taekkyeon,1838
2206,Taekwondo,1838
2207,Taido,1838
2208,Tang Soo Do,1838
2209,Wing Chun,1838
2210,Zui quan,1838
2211,Jorkyball,1919
2212,Paralympic football,1919
2213,Powerchair Football,1919
2214,Reduced variants football,1919
2215,Street football,1919
2216,Swamp football,1919
2217,Three sided football,1919
2218,Metro footy,1920
2219,Nine-a-side footy,1920
2220,Rec footy,1920
2221,American football,1923
2222,Canadian football,1923
2223,American street football,1923
2224,American flag rugby,1926
2225,Beach rugby,1926
2226,Masters Rugby League,1926
2227,Mini footy,1926
2228,Mini rugby,1926
2229,Mod league,1926
2230,Rugby league nines,1926
2231,Rugby league sevens,1926
2232,Rugby sevens,1926
2233,Rugby tens,1926
2234,Snow rugby,1926
2235,Tag rugby,1926
2236,Touch football,1926
2237,Touch rugby,1926
2238,Underwater rugby,1926
2239,Wheelchair rugby league,1926
2240,Autocross slalom,1956
2241,Autograss,1956
2242,Banger racing,1956
2243,Board track racing,1956
2244,Demolition derby,1956
2245,Desert racing,1956
2246,Dirt track racing,1956
2247,Drag racing,1956
2248,Drifting,1956
2249,Folkrace,1956
2250,Formula Libre,1956
2251,Formula racing,1956
2252,Formula Student,1956
2253,Hillclimbing,1956
2254,Ice racing,1956
2255,Kart racing,1956
2256,Land speed records,1956
2257,Legends car racing,1956
2258,Midget car racing,1956
2259,Monster truck,1956
2260,Mud bogging,1956
2261,Off-road racing,1956
2262,Pickup truck racing,1956
2263,Production car racing,1956
2264,Race of Champions,1956
2265,Rally raid,1956
2266,Rallycross,1956
2267,Rallying,1956
2268,Regularity rally,1956
2269,Road racing,1956
2270,Short track motor racing,1956
2271,Snowmobile racing,1956
2272,Sports car racing,1956
2273,Sprint car racing,1956
2274,Stock car racing,1956
2275,Street racing,1956
2276,Time attack,1956
2277,Touring car racing,1956
2278,Tractor pulling,1956
2279,Truck racing,1956
2280,Vintage racing,1956
2281,Wheelstand competition,1956
2282,Drag boat racing,1957
2283,F1 powerboat racing,1957
2284,Hydroplane racing,1957
2285,Jet sprint boat racing,1957
2286,Offshore powerboat racing,1957
2287,Personal water craft,1957
2288,Auto Race,1958
2290,Cross-country rally,1958
2291,Endurance racing,1958
2292,Enduro,1958
2293,Free-style moto,1958
2294,Freestyle motocross,1958
2295,Grand Prix motorcycle racing,1958
2296,Grasstrack,1958
2299,Ice speedway,1958
2301,Motocross,1958
2302,Motorcycle drag racing,1958
2303,Motorcycle speedway,1958
2304,Off-roading,1958
2307,Superbike racing,1958
2308,Supercross,1958
2309,Supermoto,1958
2310,Superside,1958
2311,Supersport racing,1958
2312,Track racing,1958
2313,Trial,1958
2314,TT racing,1958
2315,Extinct allotheria,2117
2316,Extinct dryolestoidea,2117
2317,Extinct zatheria,2117
2318,Holotheria,2117
2319,Marsupial and placental mammal family,2117
2320,Crocodile family,2118
2321,Extinct dinosaur,2118
2322,Non-venomous lizard,2118
2323,Turtle family,2118
2324,Venomous reptile,2118
2325,Lancelet,2122
2326,Tunicate,2122
2327,Arachnid family,2123
2328,Crustacean,2123
